id_veiculo	id_acidente	tipo_veiculo	placa	sexo_condutor	idade_condutor	categoria_habilitacao	usa_cinto_seguranca	estado_alcoolizacao	escolaridade
2	D031600372	AU	FJP5862	M	57	SI	X	BR	5
1	D031600373	AU	DYI6327	M	49	SI	X	BR	8
2	D031600373	BI	       	M	9	NE	X	BR	8
1	D031600374	MO	FVD5110	M	26	SI	X	BR	5
2	D031600374	AU	       	X	SI	SI	X	BR	8
1	D031600375	MO	FAP8930	X	SI	SI	X	BR	8
2	D031600375	CM	FSM9385	M	SI	SI	X	BR	8
1	D031600376	AU	HWC0837	M	20	SI	X	BR	3
2	D031600376	CM	FJX8586	M	21	SI	X	BR	5
1	D031600377	MO	       	X	SI	SI	X	BR	8
1	D031600378	MO	EHR1568	M	59	SI	X	BR	3
2	D031600378	AU	EPZ6648	M	SI	SI	X	BR	8
1	D031600379	MO	FRV8729	M	36	SI	X	BR	5
2	D031600379	AU	       	F	42	SI	X	BR	7
1	D031600380	AU	AXE9980	M	29	SI	X	BR	3
1	D031600381	ON	DTB5275	M	36	SI	X	BR	8
1	D031600382	MO	DOB8071	M	25	SI	X	BR	5
1	D031600383	AU	       	X	SI	SI	X	BR	8
1	D031600384	MO	DBT6392	M	SI	SI	X	BR	5
2	D031600384	AU	FCX2025	M	SI	SI	X	BR	7
1	D031600385	MO	DYZ0725	M	23	SI	X	BR	8
1	D031600386	ON	       	X	SI	SI	X	BR	8
1	D031600387	MO	DYO4185	M	50	SI	X	BR	3
2	D031600387	AU	       	F	SI	SI	X	BR	8
1	D031600388	MO	EXG1857	M	47	SI	X	BR	2
2	D031600388	AU	BKH9500	X	SI	SI	X	BR	7
1	D031600389	MO	ESR4079	M	38	SI	X	BR	8
1	D031600390	MO	EQS8014	M	36	SI	X	BR	5
2	D031600390	AU	FKS0780	M	37	SI	X	BR	3
1	D031600391	MO	ESE0638	M	18	SI	X	BR	3
1	D031600392	AU	       	M	SI	SI	X	BR	8
1	D031600393	MO	FIG5574	F	SI	SI	X	BR	5
2	D031600393	AU	       	X	SI	SI	X	BR	8
1	D031600394	MO	EHT6917	M	36	SI	X	BR	3
2	D031600394	AU	EUP7836	M	41	SI	X	BR	5
1	D031600395	MO	BRS2942	M	49	SI	X	BR	5
1	D031600396	MO	EQP0942	M	26	SI	X	BR	8
1	D031600397	SI	       	X	SI	SI	X	BR	8
1	D031600398	ON	       	M	SI	SI	X	BR	8
1	D031600399	AU	       	X	SI	SI	X	BR	7
1	D031600400	MO	FQB0081	M	28	SI	X	BR	3
2	D031600400	AU	       	X	SI	SI	X	BR	8
1	D031600401	MO	FLP2877	M	23	SI	X	BR	5
2	D031600401	AU	FQB2052	F	SI	SI	X	BR	8
1	D031600402	MO	FSX5284	M	31	SI	X	BR	8
2	D031600402	MO	EJN7296	M	27	SI	X	BR	7
1	D031600403	MO	DOI5722	M	58	SI	X	BR	8
2	D031600403	ON	EMU3306	M	27	SI	X	BR	3
1	D031600404	MO	EXA7099	M	24	SI	X	BR	3
2	D031600404	ON	DTE8807	M	32	SI	X	BR	5
1	D031600405	ON	FTH6617	M	52	SI	X	BR	3
1	D031600406	MO	EQD7721	M	SI	SI	X	BR	5
2	D031600406	AU	FJO7265	F	SI	SI	X	BR	7
1	D031600407	AU	FRQ6182	M	31	SI	X	BR	5
2	D031600407	AU	DMY3935	M	42	SI	X	BR	5
1	D031600408	MO	       	X	SI	SI	X	BR	8
1	D031600409	SI	       	X	SI	SI	X	BR	8
1	D031600410	MO	FKR8860	M	SI	SI	X	BR	7
2	D031600410	AU	DMW1538	F	22	SI	X	BR	6
1	D031600411	MO	FYU6209	M	24	SI	X	BR	5
2	D031600411	SI	       	X	SI	SI	X	BR	8
1	D031600412	MO	FUL0240	M	33	SI	X	BR	7
2	D031600412	AU	HLP6868	M	55	SI	X	BR	5
1	D031600413	MO	FZG9420	M	35	SI	X	BR	5
2	D031600413	AU	       	F	SI	SI	X	BR	8
1	D031600414	MO	DYX9384	M	33	SI	X	BR	5
2	D031600414	AU	EBJ6564	M	31	SI	X	BR	5
1	D031600415	MO	CDP4618	M	38	SI	X	BR	8
2	D031600415	CM	BUN4537	M	63	SI	X	BR	3
1	D031600416	MO	DYY7128	M	33	SI	X	BR	5
2	D031600416	AU	DGN1754	F	52	SI	X	BR	5
1	D031600417	MO	FKL8656	M	37	SI	X	BR	5
2	D031600417	AU	       	X	SI	SI	X	BR	8
1	D031600418	MO	FQP4269	M	20	SI	X	BR	5
2	D031600418	AU	FTC5950	M	24	SI	X	BR	6
1	D031600419	AU	       	X	SI	SI	X	BR	8
1	D031600420	AU	DPJ4865	M	46	SI	X	BR	3
1	D031600421	MO	EQD6524	M	26	SI	X	BR	5
2	D031600421	AU	HNO4755	M	46	SI	X	BR	5
1	D031600422	MO	EXK7841	M	39	SI	X	BR	5
2	D031600422	MO	EJQ3266	M	38	SI	X	BR	2
1	D031600423	MO	EJP2562	M	32	SI	X	BR	5
1	D031600424	MO	       	M	21	SI	X	BR	8
1	D031600425	MO	DTN7490	M	21	SI	X	BR	5
2	D031600425	AU	       	X	SI	SI	X	BR	8
1	D031600426	MO	       	M	26	SI	X	BR	3
2	D031600426	OT	       	X	SI	SI	X	BR	8
1	D031600427	AU	DTW5339	M	20	SI	X	BR	3
2	D031600427	ON	ECT1038	M	27	SI	X	BR	3
1	D031600428	MO	FPE2469	M	36	SI	X	BR	5
2	D031600428	AU	DTE9075	M	30	SI	X	BR	5
1	D031600429	AU	EDD6113	M	48	SI	X	BR	2
2	D031600429	MO	       	M	SI	SI	X	BR	8
1	D031600430	MO	DZL5988	M	26	SI	X	BR	5
2	D031600430	AU	BGK5552	M	SI	SI	X	BR	8
1	D031600431	MO	FGY1910	M	52	SI	X	BR	5
2	D031600431	AU	FQP7963	M	SI	SI	X	BR	8
1	D031600432	AU	EPR7135	M	51	SI	X	BR	8
1	D031600433	AU	OOX8351	M	63	SI	X	BR	5
1	D031600434	MO	       	M	SI	SI	X	BR	8
1	D031600435	MO	EQR6467	M	32	SI	X	BR	4
1	D031600436	MO	BVH9854	M	23	SI	X	BR	3
2	D031600436	AU	EZP4438	M	39	SI	X	BR	3
1	D031600437	MO	       	X	SI	SI	X	BR	8
1	D031600438	MO	EHK3391	M	SI	SI	X	BR	8
2	D031600438	AU	       	X	SI	SI	X	BR	8
1	D031600439	MO	FTO8109	M	23	SI	X	BR	3
1	D031600440	MO	       	M	SI	SI	X	BR	8
1	D031600441	AU	EUJ0752	M	39	SI	X	BR	7
3	D031600441	AU	CIB5078	M	55	SI	X	BR	3
2	D031600441	CA	HQR9720	M	62	SI	X	BR	8
1	D031600442	AU	DUI2634	M	44	SI	X	BR	7
1	D031600443	AU	CTA3323	F	44	SI	X	BR	5
2	D031600443	ON	EZL5438	M	35	SI	X	BR	5
1	D031600444	MO	EJR2402	M	34	SI	X	BR	5
2	D031600444	AU	FGI8231	M	SI	SI	X	BR	8
1	D031600445	MO	DZR5976	M	SI	SI	X	BR	5
2	D031600445	AU	       	F	SI	SI	X	BR	8
1	D031600446	MO	       	M	20	SI	X	BR	3
1	D031600447	SI	       	X	SI	SI	X	BR	8
1	D031600448	MO	EXE5742	M	34	SI	X	BR	8
2	D031600448	AU	DSX2858	M	33	SI	X	BR	4
1	D031600449	MO	EGY7379	M	41	SI	X	BR	5
2	D031600449	AU	PWT4594	M	33	SI	X	BR	5
1	D031600450	MO	EJN9921	M	34	SI	X	BR	3
2	D031600450	CM	OWY9504	M	55	SI	X	BR	7
1	D031600451	AU	FSK6985	M	51	SI	X	BR	7
2	D031600451	AU	MDC5071	M	27	SI	X	BR	5
1	D031600452	AU	FIC1505	F	35	SI	X	BR	7
1	D031600453	AU	JRR9097	M	SI	SI	X	BR	3
2	D031600453	BI	       	M	SI	NE	X	BR	8
1	D031600454	MO	DOH4438	M	SI	SI	X	BR	3
2	D031600454	AU	FKN9547	F	46	SI	X	BR	5
1	D031600455	MO	DFD7228	M	31	SI	X	BR	7
2	D031600455	AU	HLR0676	F	51	SI	X	BR	5
1	D031600456	MO	ESE4748	M	51	NE	X	BR	8
2	D031600456	AU	FRC2498	M	SI	SI	X	BR	5
1	D031600457	MO	DYY0398	M	33	SI	X	BR	3
2	D031600457	AU	DJH4525	F	41	SI	X	BR	6
1	D031600458	MO	GBO9910	M	56	SI	X	BR	3
2	D031600458	ON	DTE2238	M	37	SI	X	BR	5
1	D031600459	AU	EUN5403	F	SI	SI	X	BR	5
2	D031600459	CM	NMR3754	M	40	SI	X	BR	7
1	D031600460	AU	DYA3828	M	44	SI	X	BR	5
2	D031600460	ON	DTB4743	M	48	SI	X	BR	5
1	D031600461	AU	CCO4964	F	30	SI	X	BR	7
2	D031600461	ON	CFY6081	M	SI	SI	X	BR	8
1	D031600462	MO	EXF9667	M	42	SI	X	BR	5
2	D031600462	AU	       	M	SI	SI	X	BR	8
1	D031600463	ON	EMU0975	M	41	SI	X	BR	5
1	D031600464	MO	DVZ2469	M	19	SI	X	BR	3
2	D031600464	AU	       	X	SI	SI	X	BR	8
1	D031600465	MO	BPR2769	F	37	SI	X	BR	8
2	D031600465	CM	EUL4436	M	38	SI	X	BR	7
1	D031600466	MO	FSI4398	M	20	SI	X	BR	5
2	D031600466	AU	ENL3795	M	SI	SI	X	BR	8
1	D031600467	ON	       	M	SI	SI	X	BR	8
1	D031600468	MO	BPS1409	F	SI	SI	X	BR	5
2	D031600468	AU	       	X	SI	SI	X	BR	8
1	D031600469	AU	FDH1028	M	SI	SI	X	BR	6
1	D031600470	MO	DNF0784	M	SI	SI	X	BR	5
2	D031600470	AU	DLP1943	F	SI	SI	X	BR	8
1	D031600471	AU	EBX0308	M	28	SI	X	BR	5
1	D031600472	MO	GCT2958	M	21	SI	X	BR	5
2	D031600472	BI	       	M	72	NE	X	BR	3
1	D031600473	MO	CMS8071	M	35	SI	X	BR	5
2	D031600473	ON	       	X	SI	SI	X	BR	8
1	D031600474	MO	BPR5711	M	26	SI	X	BR	3
2	D031600474	CM	EGG6162	X	SI	SI	X	BR	8
1	D031600475	MO	DJK8700	M	SI	SI	X	BR	2
2	D031600475	AU	DSS2888	F	33	SI	X	BR	7
1	D031600476	AU	FXZ6786	M	44	SI	X	BR	5
1	D031600477	MO	HHL5388	M	21	SI	X	BR	3
2	D031600477	CA	DVT7686	M	43	SI	X	BR	8
1	D031600478	ON	DTB2267	M	58	NE	X	BR	3
1	D031600479	AU	FCM1040	M	45	SI	X	BR	5
1	D031600480	MO	CFY8442	F	38	SI	X	BR	5
1	D031600481	AU	DQY2547	M	32	SI	X	BR	7
1	D031600482	AU	FCO9992	F	34	SI	X	BR	7
1	D031600483	AU	FJO5420	M	48	SI	X	BR	8
1	D031600484	MO	JRK0416	M	29	SI	X	BR	8
1	D031600485	AU	MMY1668	F	36	SI	X	BR	7
1	D031600486	MO	FAF1228	F	SI	SI	X	BR	4
2	D031600486	AU	FTL7441	M	SI	SI	X	BR	7
1	D031600487	MO	CMV3784	M	SI	SI	X	BR	7
2	D031600487	AU	EXS5467	M	SI	SI	X	BR	8
1	D031600488	MO	       	X	SI	SI	X	BR	8
1	D031600489	AU	       	X	SI	SI	X	BR	8
1	D031600490	AU	CHX4364	M	37	SI	X	BR	8
2	D031600490	ON	DJC8951	M	43	SI	X	BR	5
1	D031600491	AU	BRC7018	M	38	SI	X	BR	2
1	D031600492	MO	       	M	23	SI	X	BR	8
2	D031600492	AU	       	X	SI	SI	X	BR	8
1	D031600493	AU	DQC9601	M	26	SI	X	BR	7
2	D031600493	MO	       	M	SI	SI	X	BR	8
1	D031600494	AU	FRG5917	M	21	SI	X	BR	5
1	D031600495	MO	EXB4274	M	36	SI	X	BR	8
2	D031600495	AU	CVM5787	M	22	SI	X	BR	8
1	D031600496	MO	EIE6344	M	24	SI	X	BR	6
2	D031600496	MO	       	X	SI	SI	X	BR	8
1	D031600497	CM	FNL2381	M	34	SI	X	BR	5
2	D031600497	CM	FBQ3236	M	37	SI	X	BR	5
1	D031600498	MO	GDK5768	M	34	SI	X	BR	5
2	D031600498	CM	ERX6287	M	28	SI	X	BR	5
1	D031600499	AU	FUS3595	M	SI	SI	X	BR	3
2	D031600499	CA	       	M	38	SI	X	BR	8
1	D031600500	MO	DRX6043	M	54	SI	X	BR	2
1	D031600501	MO	CZY9929	M	39	SI	X	BR	5
1	D031600502	AU	FSW7568	F	54	NE	X	BR	7
2	D031600502	BI	       	M	SI	NE	X	BR	3
1	D031600503	MO	FYK4465	M	19	SI	X	BR	5
3	D031600503	CA	FHU8839	M	54	SI	X	BR	2
2	D031600503	CA	BVY4326	M	46	SI	X	BR	3
1	D031600504	MO	       	M	SI	SI	X	BR	8
3	D031600504	MO	CTT7937	M	49	SI	X	BR	5
2	D031600504	AU	EBV6644	M	30	SI	X	BR	5
1	D031600505	AU	FZR0484	F	SI	SI	X	BR	7
1	D031600506	MO	FIJ4165	M	28	SI	X	BR	5
1	D031600507	MO	ECN5230	M	37	SI	X	BR	5
1	D031600508	AU	EZO6660	M	51	SI	X	BR	3
2	D031600508	ON	DTB4828	M	50	SI	X	BR	3
1	D031600509	MO	INY2969	M	21	SI	X	BR	5
2	D031600509	AU	LRE5014	M	28	SI	X	BR	3
1	D031600510	MO	EIE3496	M	SI	SI	X	BR	5
2	D031600510	CM	EQO8707	M	SI	SI	X	BR	7
1	D031600511	MO	EHG6474	M	26	SI	X	BR	7
2	D031600511	AU	DEF8787	M	31	SI	X	BR	8
1	D031600512	MO	EQS1734	M	28	SI	X	BR	5
2	D031600512	AU	MKT3181	M	34	SI	X	BR	5
1	D031600514	MO	DYZ5816	M	66	SI	X	BR	3
2	D031600514	AU	CMK8742	M	37	SI	X	BR	3
1	D031600515	AU	CGS2254	M	19	SI	X	BR	5
1	D031600516	MO	EQD1035	M	SI	SI	X	BR	3
2	D031600516	AU	GEW5599	F	SI	NE	X	BR	5
1	D031600517	ON	       	X	SI	SI	X	BR	8
1	D031600518	AU	MGS6837	F	46	SI	X	BR	7
2	D031600518	AU	EEL7796	M	36	SI	X	BR	6
1	D031600519	AU	EQO7234	M	36	SI	X	BR	8
2	D031600519	CM	FFA4544	M	44	SI	X	BR	8
1	D031600520	MO	EQS6563	F	31	SI	X	BR	5
1	D031600521	MO	DZT8277	M	47	SI	X	BR	3
1	D031600522	MO	EJQ5246	M	37	SI	X	BR	3
2	D031600522	AU	EYI3556	F	SI	SI	X	BR	8
1	D031600523	MO	JUG0369	M	31	SI	X	BR	5
2	D031600523	AU	DMI9786	M	73	SI	X	BR	5
1	D031600524	MO	EXC1424	M	27	SI	X	BR	5
2	D031600524	AU	DGA2837	M	SI	SI	X	BR	8
1	D031600525	MO	EIE4773	M	25	SI	X	BR	3
2	D031600525	AU	FXY5221	M	32	SI	X	BR	5
1	D031600526	MO	APJ3108	M	SI	SI	X	BR	8
1	D031600527	MO	EXB4816	F	33	SI	X	BR	7
2	D031600527	AU	FXM4984	F	86	SI	X	BR	3
1	D031600528	MO	EHY0464	M	SI	SI	X	BR	5
2	D031600528	CM	CSI4364	M	SI	SI	X	BR	7
1	D031600529	SI	       	X	SI	SI	X	BR	8
1	D031600530	ON	FFN0514	M	SI	SI	X	BR	8
1	D031600531	MO	BVW4048	M	26	SI	X	BR	5
2	D031600531	AU	CIA2186	M	60	SI	X	BR	8
1	D031600532	MO	HJQ2867	M	SI	SI	X	BR	5
3	D031600532	MO	EQE8632	M	SI	SI	X	BR	8
2	D031600532	MO	DOA5941	M	SI	SI	X	BR	5
4	D031600532	AU	FNL2608	F	43	SI	X	BR	5
1	D031600533	BI	       	M	69	NE	X	BR	7
2	D031600533	AU	ETC6084	X	SI	SI	X	BR	8
1	D031600534	AU	ELT1459	M	23	SI	X	BR	3
1	D031600535	AU	BMW8357	M	21	SI	X	BR	3
1	D031600536	AU	EPZ2200	M	SI	SI	X	BR	6
1	D031600537	MO	       	M	20	SI	X	BR	5
1	D031600538	AU	ELC7487	X	SI	SI	X	BR	8
1	D031600539	AU	       	X	SI	SI	X	BR	8
1	D031600540	AU	FAN3675	M	43	SI	X	BR	4
1	D031600541	CM	CJC2262	M	61	SI	X	BR	3
1	D031600542	AU	DUI4304	M	54	SI	X	BR	3
1	D031600543	MO	EII9473	M	SI	SI	X	BR	8
1	D031600544	MO	FTG2863	M	33	SI	X	BR	6
2	D031600544	AU	FBR2103	M	25	SI	X	BR	3
1	D031600545	AU	HRL0177	M	38	SI	X	BR	3
1	D031600546	MO	EJR3435	M	45	SI	X	BR	5
2	D031600546	AU	GCC2922	F	45	SI	X	BR	5
1	D031600547	AU	HHP3330	M	25	SI	X	BR	3
2	D031600547	AU	CGB5612	M	28	SI	X	BR	5
1	D031600548	MO	FTF1666	M	SI	SI	X	BR	7
2	D031600548	AU	FOB5644	F	56	SI	X	BR	5
1	D031600549	AU	DPX3950	M	SI	SI	X	BR	8
1	D031600550	MO	       	F	16	IN	X	BR	3
1	D031600551	AU	GMC1893	M	51	SI	X	BR	5
1	D031600552	AU	HCV6716	M	59	SI	X	BR	3
1	D031600553	MO	FUK2286	M	SI	SI	X	BR	3
2	D031600553	AU	FAC1926	F	41	SI	X	BR	7
1	D031600554	MO	EOS2950	M	43	SI	X	BR	5
1	D031600555	MO	ESB1794	M	18	SI	X	BR	3
1	D031600556	MO	EXA0875	M	31	SI	X	BR	2
2	D031600556	AU	CJR1094	X	SI	SI	X	BR	8
1	D031600557	MO	EIE3945	M	32	SI	X	BR	3
1	D031600558	AU	FTL4070	M	SI	SI	X	BR	8
2	D031600558	BI	       	M	21	NE	X	BR	3
1	D031600559	AU	ENS5285	M	SI	SI	X	BR	8
1	D031600560	AU	BNC3081	M	28	SI	X	BR	3
1	D031600561	CM	PVB5559	M	51	SI	X	BR	3
1	D031600562	AU	DRA0599	M	SI	SI	X	BR	5
2	D031600562	AU	BKB5894	M	SI	SI	X	BR	5
1	D031600563	MO	GCY5470	M	35	SI	X	BR	5
2	D031600563	CM	EIU0538	M	47	SI	X	BR	3
1	D031600564	MO	EQS4798	M	31	SI	X	BR	5
2	D031600564	AU	BGD2662	M	21	SI	X	BR	3
1	D031600565	MO	       	M	23	SI	X	BR	4
2	D031600565	AU	       	F	SI	SI	X	BR	8
1	D031600566	ON	CMP7163	M	39	SI	X	BR	3
1	D031600567	AU	FTW3596	M	SI	SI	X	BR	8
2	D031600567	AU	FTB7465	M	27	SI	X	BR	7
1	D031600568	MO	       	M	SI	SI	X	BR	8
1	D031600569	MO	DPT5958	M	SI	SI	X	BR	5
2	D031600569	CM	FFS8525	F	37	SI	X	BR	5
1	D031600570	MO	FXO8829	M	23	SI	X	BR	3
2	D031600570	AU	FCH0761	F	27	SI	X	BR	5
1	D031600571	MO	FAE2210	M	30	SI	X	BR	5
2	D031600571	MO	KVQ5456	M	SI	SI	X	BR	8
1	D031600572	AU	       	X	SI	SI	X	BR	8
1	D031600573	OT	       	M	16	IN	X	BR	3
1	D031600574	AU	DDO5258	M	16	IN	X	BR	3
1	D031600575	AU	MIB5850	M	37	SI	X	BR	7
1	D031600576	AU	ECT0356	M	38	SI	X	BR	5
1	D031600577	AU	FKP0434	F	61	SI	X	BR	5
1	D031600578	MO	FQK2349	M	33	SI	X	BR	5
1	D031600579	ON	DTC9614	M	49	SI	X	BR	3
2	D031600579	CM	EBQ2098	M	20	SI	X	BR	5
1	D031600580	MO	FPE4350	M	38	SI	X	BR	7
2	D031600580	CM	FFA1815	F	29	SI	X	BR	6
1	D031600581	MO	DOI8301	M	27	SI	X	BR	3
2	D031600581	AU	CFF5372	M	74	SI	X	BR	5
1	D031600582	BI	       	M	34	NE	X	BR	3
2	D031600582	AU	       	M	SI	SI	X	BR	8
1	D031600583	MO	FEN9770	M	23	SI	X	BR	5
2	D031600583	SI	       	F	SI	SI	X	BR	8
1	D031600584	MO	DOA6318	M	30	SI	X	BR	5
2	D031600584	AU	DAK0233	M	39	SI	X	BR	3
1	D031600585	MO	DXM7590	M	19	SI	X	BR	8
2	D031600585	AU	       	M	25	SI	X	BR	4
1	D031600586	AU	       	X	SI	SI	X	BR	8
1	D031600587	AU	DIU2582	M	36	SI	X	BR	3
2	D031600587	AU	BQT2800	M	20	SI	X	BR	5
1	D031600588	MO	EIE0519	M	39	SI	X	BR	5
2	D031600588	AU	CED6814	F	SI	SI	X	BR	8
1	D031600589	MO	FWY6249	M	23	SI	X	BR	2
2	D031600589	AU	DAM0633	M	SI	SI	X	BR	8
1	D031600590	AU	DUB2128	M	30	SI	X	BR	6
2	D031600590	MO	       	M	21	SI	X	BR	3
1	D031600591	MO	CFY9679	F	26	SI	X	BR	6
1	D031600592	MO	DYZ9122	M	25	SI	X	BR	5
1	D031600593	AU	CGC2077	F	SI	SI	X	BR	8
1	D031600594	ON	       	M	SI	SI	X	BR	8
1	D031600595	SI	       	X	SI	SI	X	BR	8
1	D031600596	MO	FNU2517	M	SI	SI	X	BR	8
2	D031600596	AU	LKP5153	F	28	SI	X	BR	7
1	D031600597	ON	       	M	SI	SI	X	BR	8
1	D031600598	AU	EMP1244	M	SI	SI	X	BR	8
2	D031600598	BI	       	M	43	NE	X	BR	7
1	D031600599	MO	DZP2898	M	25	SI	X	BR	5
2	D031600599	ON	FJA5985	M	41	SI	X	BR	3
1	D031600600	MO	EOU1962	M	25	SI	X	BR	3
2	D031600600	CM	DWL0458	M	48	SI	X	BR	6
1	D031600601	AU	BMP1770	M	54	SI	X	BR	3
1	D031600602	MO	FOT9528	F	SI	SI	X	BR	8
2	D031600602	AU	COF1117	F	SI	SI	X	BR	7
1	D031600603	AU	FNM9950	M	57	SI	X	BR	5
3	D031600603	AU	FKO6376	X	SI	SI	X	BR	8
2	D031600603	AU	FSR2407	X	SI	SI	X	BR	8
1	D031600604	MO	EOT2940	M	27	SI	X	BR	5
2	D031600604	AU	DPN0275	M	SI	SI	X	BR	8
1	D031600605	AU	CEI8281	M	38	SI	X	BR	8
2	D031600605	MO	       	M	SI	SI	X	BR	8
1	D031600606	MO	DYZ9123	M	31	SI	X	BR	5
2	D031600606	AU	DUA9044	M	22	SI	X	BR	5
1	D031600607	AU	EEN5577	F	24	SI	X	BR	5
1	D031600608	MO	FGB7539	M	19	SI	X	BR	5
2	D031600608	AU	CKN3773	M	56	SI	X	BR	5
1	D031600609	MO	EJN0116	F	29	SI	X	BR	3
2	D031600609	AU	FER5751	F	55	SI	X	BR	2
1	D031600610	MO	EQR4331	M	39	SI	X	BR	5
2	D031600610	MO	       	X	SI	SI	X	BR	8
1	D031600611	AU	DRA4605	M	20	SI	X	BR	5
1	D031600612	AU	EUP4825	M	SI	SI	X	BR	8
3	D031600612	AU	CMN4260	M	55	SI	X	BR	3
2	D031600612	ON	FFN0502	F	28	SI	X	BR	5
1	D031600613	AU	CPW5065	M	57	SI	X	BR	8
1	D031600614	AU	       	X	SI	SI	X	BR	8
1	D031600615	AU	       	M	29	SI	X	BR	5
1	D031600616	MO	DPZ0313	M	46	SI	X	BR	2
2	D031600616	AU	FHS9817	M	SI	SI	X	BR	8
1	D031600617	MO	       	M	27	SI	X	BR	8
1	D031600618	AU	FZY4023	M	29	SI	X	BR	4
1	D031600619	CA	AVO0788	M	SI	SI	X	BR	8
2	D031600619	CA	CBO7618	M	SI	SI	X	BR	8
1	D031600620	MO	FAV4649	M	29	SI	X	BR	7
2	D031600620	AU	DZH5759	M	33	SI	X	BR	5
1	D031600621	SI	       	F	SI	SI	X	BR	8
1	D031600622	AU	HGV4008	M	33	SI	X	BR	2
1	D031600623	MO	ESF8747	M	27	SI	X	BR	3
2	D031600623	AU	FRB5123	M	58	SI	X	BR	5
1	D031600624	AU	CJJ9349	M	40	SI	X	BR	5
2	D031600624	BI	       	F	28	NE	X	BR	3
1	D031600625	MO	EJQ7353	M	31	SI	X	BR	5
2	D031600625	AU	       	M	SI	SI	X	BR	8
1	D031600626	ON	FJP9863	M	56	SI	X	BR	3
2	D031600626	CM	EWJ5956	M	56	SI	X	BR	3
1	D031600627	MO	FYI2030	M	24	SI	X	BR	5
1	D031600628	MO	ECE7213	M	29	SI	X	BR	3
2	D031600628	AU	CMJ6029	M	22	SI	X	BR	2
1	D031600629	MO	DZQ3513	M	32	SI	X	BR	5
2	D031600629	SI	DUJ7233	X	SI	SI	X	BR	8
1	D031600630	MO	FKL7685	M	58	SI	X	BR	5
2	D031600630	AU	BUK5093	F	20	SI	X	BR	5
1	D031600631	MO	DRW6214	M	31	SI	X	BR	5
2	D031600631	MO	DZN4012	M	34	SI	X	BR	7
1	D031600632	AU	EVM4050	F	21	SI	X	BR	5
2	D031600632	AU	ETO8230	M	25	SI	X	BR	5
1	D031600633	AU	DZA2137	M	40	SI	X	BR	6
1	D031600634	MO	FIF9392	M	50	SI	X	BR	2
2	D031600634	ON	       	X	SI	SI	X	BR	8
1	D031600635	MO	       	X	SI	SI	X	BR	8
1	D031600636	AU	EFW4214	M	46	SI	X	BR	3
2	D031600636	ON	       	M	31	SI	X	BR	3
1	D031600637	MO	EXG2639	M	29	SI	X	BR	3
2	D031600637	AU	EQW9908	F	35	SI	X	BR	7
1	D031600638	ON	DTD0268	M	52	SI	X	BR	3
1	D031600639	AU	EGG7695	M	34	SI	X	BR	5
1	D031600640	MO	FCQ7510	F	SI	NE	X	BR	7
2	D031600640	AU	ERK6082	M	SI	SI	X	BR	5
1	D031600641	MO	ESR6630	M	28	SI	X	BR	8
2	D031600641	AU	EBP0404	M	SI	SI	X	BR	8
1	D031600642	MO	EXE7918	F	19	SI	X	BR	5
2	D031600642	AU	DNS9210	F	59	SI	X	BR	7
1	D031600643	MO	FQB3317	M	32	SI	X	BR	5
2	D031600643	AU	FCB8262	M	62	SI	X	BR	5
1	D031600644	MC	       	X	SI	SI	X	BR	8
1	D031600645	MO	DVX5828	M	31	SI	X	BR	2
2	D031600645	AU	FTX7855	M	16	IN	X	BR	2
1	D031600646	MO	FZK6989	M	SI	SI	X	BR	5
1	D031600647	MO	FYO6284	M	32	SI	X	BR	5
2	D031600647	CM	FMP6746	M	36	SI	X	BR	5
1	D031600648	AU	GXG4261	M	23	SI	X	BR	5
2	D031600648	ON	FRH6569	M	62	SI	X	BR	3
1	D031600649	ON	DJF7761	M	38	SI	X	BR	5
1	D031600650	MO	EJM3337	M	SI	SI	X	BR	7
2	D031600650	AU	GAC5200	F	SI	SI	X	BR	8
1	D031600651	MO	EHI6902	M	21	SI	X	BR	2
1	D031600652	AU	EZM3468	F	46	SI	X	BR	7
2	D031600652	AU	CNS0531	M	24	SI	X	BR	4
1	D031600653	AU	FGT5899	M	28	SI	X	BR	5
2	D031600653	AU	BQB7101	M	26	SI	X	BR	5
1	D031600654	MO	       	X	18	SI	X	BR	2
1	D031600655	AU	DTY2955	M	51	SI	X	BR	7
1	D031600656	AU	EUO4561	M	32	SI	X	BR	3
2	D031600656	ON	FNA3139	F	20	SI	X	BR	6
1	D031600657	MO	DOE5817	M	26	SI	X	BR	5
2	D031600657	ON	ELW6374	M	SI	SI	X	BR	8
1	D031600658	MO	EXJ0950	M	33	SI	X	BR	2
2	D031600658	AU	       	M	SI	SI	X	BR	8
1	D031600659	AU	       	X	SI	SI	X	BR	8
1	D031600660	AU	ANZ9306	M	23	SI	X	BR	3
2	D031600660	AU	FKD4543	M	26	SI	X	BR	6
1	D031600661	MO	GWE9851	F	21	SI	X	BR	8
1	D031600662	AU	DVI8477	M	26	SI	X	BR	3
1	D031600663	MO	FAP1344	M	20	SI	X	BR	5
1	D031600664	MO	EXL9872	F	22	SI	X	BR	6
2	D031600664	AU	EPI4578	M	45	SI	X	BR	3
1	D031600665	MO	BXW0386	M	23	SI	X	BR	4
2	D031600665	AU	CBN5923	X	SI	SI	X	BR	8
1	D031600666	AU	DRG7590	M	22	SI	X	BR	5
